manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_type,engine_capacity,body_type,price_usd,up_counter
Kia,Cee'd,mechanical,blue,150000,2014,diesel,diesel,1.6,universal,12700.0,4
Kia,Sorento,mechanical,silver,300000,2004,diesel,diesel,2.5,suv,7200.0,1
Kia,Rio,mechanical,blue,99200,2012,gasoline,gasoline,1.4,sedan,7400.0,4
Kia,Rio,automatic,silver,55000,2014,gasoline,gasoline,1.4,sedan,8500.0,4
Kia,Rio,automatic,white,100000,2014,gasoline,gasoline,1.4,sedan,9500.0,1
Kia,Picanto,automatic,red,154000,2008,gasoline,gasoline,1.1,hatchback,4100.0,1
Kia,Sportage,mechanical,other,81000,2014,gasoline,gasoline,2.0,suv,14500.0,2
Kia,Rio,automatic,black,33000,2015,gasoline,gasoline,1.6,sedan,11600.0,1
Kia,Carnival,mechanical,silver,350000,2003,diesel,diesel,2.9,minivan,3700.0,1
Kia,Carens,mechanical,silver,380000,2000,gasoline,gasoline,1.8,universal,3000.0,1
Kia,Sorento,mechanical,silver,272000,2005,diesel,diesel,2.5,suv,8500.0,1
Kia,Rio,mechanical,red,120150,2013,gasoline,gasoline,1.4,sedan,9000.0,1
Kia,Cee'd,mechanical,blue,74000,2014,gasoline,gasoline,1.6,universal,11200.0,1
Kia,Rio,mechanical,black,67000,2013,gasoline,gasoline,1.4,sedan,8250.0,1
Kia,Magentis,mechanical,silver,380000,2005,gasoline,gasoline,2.0,sedan,3150.0,1
Kia,Rio,mechanical,grey,135000,2010,gasoline,gasoline,1.4,hatchback,5200.0,1
Kia,Sorento,automatic,silver,290000,2006,diesel,diesel,2.5,suv,7700.0,5
Kia,Sorento,automatic,blue,116000,2009,diesel,diesel,2.2,suv,13000.0,2
Kia,Carens,mechanical,silver,127000,2005,gasoline,gasoline,2.0,universal,4700.0,2
Kia,Rio,automatic,grey,39000,2013,gasoline,gasoline,1.6,sedan,10000.0,2
Kia,Sorento,automatic,silver,175000,2009,diesel,diesel,2.2,suv,12500.0,2
Kia,Sportage,mechanical,white,118000,2011,gasoline,gasoline,2.0,suv,12700.0,2
Kia,Sportage,mechanical,black,109000,2014,gasoline,gasoline,2.0,suv,15500.0,2
Kia,Cee'd,mechanical,brown,105000,2014,gasoline,gasoline,1.6,universal,10600.0,2
Kia,Sorento,automatic,black,20000,2018,diesel,diesel,2.2,suv,34000.0,2
Kia,Carens,mechanical,red,201000,2004,diesel,diesel,2.0,minivan,4199.0,2
Kia,Sorento,automatic,other,310000,2005,diesel,diesel,2.5,suv,6700.0,2
Kia,Sorento,automatic,black,210000,2009,diesel,diesel,2.2,suv,14900.0,2
Kia,Cee'd,mechanical,black,69000,2013,gasoline,gasoline,1.4,hatchback,8900.0,2
Kia,Sorento,automatic,silver,250000,2006,diesel,diesel,2.5,suv,16598.68,3
Kia,Cee'd,mechanical,grey,120000,2009,gasoline,gasoline,1.4,hatchback,6000.0,2
Kia,Cee'd,mechanical,brown,145000,2011,gasoline,gasoline,1.6,hatchback,6700.0,2
Kia,Sportage,automatic,black,50000,2015,gasoline,gasoline,2.0,suv,21000.0,2
Kia,Sorento,automatic,grey,200000,2006,diesel,diesel,2.5,suv,6890.0,2
Kia,Sorento,mechanical,silver,250000,2002,diesel,diesel,2.5,suv,7300.0,2
Kia,Sorento,mechanical,blue,290000,2002,diesel,diesel,2.5,suv,5700.0,4
Kia,Rio,automatic,grey,161000,2010,gasoline,gasoline,1.6,sedan,6500.0,2
Kia,Carnival,mechanical,silver,236000,2004,diesel,diesel,2.9,minivan,3700.0,2
Kia,Cee'd,mechanical,brown,101002,2014,gasoline,gasoline,1.4,hatchback,12500.0,3
Kia,Sorento,automatic,black,300000,2003,diesel,diesel,2.5,suv,7500.0,4
Kia,Sportage,automatic,black,78000,2012,gasoline,gasoline,2.0,suv,14000.0,3
Kia,Sorento,mechanical,black,320000,2003,gasoline,gasoline,2.4,suv,8000.0,2
Kia,Soul,mechanical,grey,119000,2010,gasoline,gasoline,1.6,hatchback,7600.0,2
Kia,Sportage,mechanical,brown,183000,2010,gasoline,gasoline,2.0,suv,10800.0,3
Kia,Carens,automatic,black,300000,2003,diesel,diesel,2.0,minivan,3500.0,2
Kia,Rio,mechanical,silver,237000,2003,gasoline,gasoline,1.3,universal,2940.0,2
Kia,Sportage,mechanical,red,64000,2017,gasoline,gasoline,1.6,suv,17000.0,2
Kia,Sportage,mechanical,silver,180000,2009,gasoline,gasoline,2.0,suv,8700.0,2
Kia,Sportage,automatic,grey,161000,2010,gasoline,gasoline,2.0,suv,11900.0,2
Kia,Sorento,automatic,black,190000,2007,diesel,diesel,2.5,suv,8900.0,3
Kia,Sorento,automatic,black,300000,2006,diesel,diesel,2.5,suv,8900.0,2
Kia,Sportage,mechanical,silver,145000,2011,diesel,diesel,1.7,suv,13200.0,2
Kia,Rio,mechanical,silver,88000,2011,gasoline,gasoline,1.4,sedan,7000.0,2
Kia,Cee'd,mechanical,red,81000,2014,gasoline,gasoline,1.6,hatchback,12000.0,2
Kia,Rio,mechanical,other,125000,2014,gasoline,gasoline,1.6,hatchback,8700.0,3
Kia,Rio,automatic,other,130000,2013,gasoline,gasoline,1.6,sedan,8499.0,2
Kia,Sorento,automatic,silver,270000,2003,diesel,diesel,2.5,suv,5700.0,2
Kia,Sportage,mechanical,black,171000,2011,diesel,diesel,1.7,suv,12500.0,2
Kia,Sportage,mechanical,blue,999999,2001,diesel,diesel,2.0,suv,2300.0,5
Kia,Rio,mechanical,silver,249448,2000,gasoline,gasoline,1.5,sedan,1600.0,2
Kia,Carens,mechanical,silver,320000,2002,diesel,diesel,2.0,minivan,3000.0,2
Kia,Spectra,mechanical,red,170000,2007,gasoline,gasoline,1.6,sedan,3500.0,8
Kia,Sportage,automatic,orange,88000,2014,gasoline,gasoline,2.0,suv,16100.0,3
Kia,Rio,automatic,white,40000,2014,gasoline,gasoline,1.4,hatchback,9000.0,2
Kia,Cee'd,mechanical,green,162883,2009,diesel,diesel,1.6,universal,6400.0,19
Kia,Sportage,automatic,red,124000,2011,gasoline,gasoline,2.0,universal,12000.0,6
Kia,Sportage,mechanical,other,94200,2015,gasoline,gasoline,2.0,suv,16000.0,2
Kia,Sportage,mechanical,white,273588,2013,gasoline,gasoline,2.0,suv,11900.0,5
Kia,Sportage,automatic,black,130000,2014,gasoline,gasoline,2.0,suv,14999.0,2
Kia,Sorento,automatic,silver,109000,2014,diesel,diesel,2.2,suv,21100.0,2
Kia,Cerato,mechanical,blue,50000,2017,gasoline,gasoline,1.6,sedan,13000.0,3
Kia,Shuma,automatic,blue,255000,1999,gasoline,gasoline,1.5,sedan,1250.0,2
Kia,Sorento,mechanical,other,265000,2004,gasoline,gasoline,2.4,suv,8800.0,2
Kia,Sportage,mechanical,silver,134000,2011,gasoline,gasoline,2.0,suv,12500.0,4
Kia,Sportage,mechanical,other,140000,2011,diesel,diesel,1.7,suv,14700.0,14
Kia,Sorento,automatic,silver,285000,2002,diesel,diesel,2.0,suv,6999.0,3
Kia,Rio,mechanical,brown,131000,2015,gasoline,gasoline,1.4,sedan,7500.0,2
Kia,Sorento,automatic,grey,67000,2010,gasoline,gasoline,2.4,suv,11350.0,36
Kia,Picanto,mechanical,white,90000,2010,gasoline,gasoline,1.1,hatchback,4500.0,4
Kia,Sportage,automatic,silver,91773,2011,gasoline,gasoline,2.0,suv,12490.0,31
Kia,Sorento,automatic,red,326697,2002,gasoline,gasoline,3.5,suv,6000.0,4
Kia,Sportage,automatic,grey,145000,2010,gasoline,gasoline,2.0,suv,11800.0,6
Kia,Rio,mechanical,silver,147000,2016,gasoline,gasoline,1.6,sedan,9500.0,7
Kia,Rio,mechanical,black,105000,2012,gasoline,gasoline,1.4,sedan,6500.0,3
Kia,Rio,mechanical,orange,193000,2007,gasoline,gasoline,1.4,sedan,3800.0,11
Kia,Sportage,automatic,white,180000,2011,gasoline,gasoline,2.0,suv,12700.0,24
Kia,Sportage,automatic,black,298000,2006,diesel,diesel,2.0,suv,7500.0,4
Kia,Sorento,automatic,blue,215000,2003,diesel,diesel,2.5,suv,7000.0,8
Kia,Sportage,mechanical,green,64000,2008,gasoline,gasoline,2.0,suv,10300.0,16
Kia,Rio,mechanical,silver,255000,2007,diesel,diesel,1.5,sedan,4200.0,5
Kia,Shuma,mechanical,grey,189000,1999,gasoline,gasoline,1.5,hatchback,2000.0,5
Kia,Picanto,mechanical,white,250000,2004,gasoline,gasoline,1.1,hatchback,2500.0,3
Kia,Rio,mechanical,black,80000,2014,gasoline,gasoline,1.4,sedan,8950.0,5
Kia,Carens,automatic,black,57000,2014,gasoline,gasoline,2.0,minivan,17245.0,2
Kia,Sorento,automatic,silver,180000,2007,diesel,diesel,2.5,suv,8800.0,31
Kia,Cee'd,mechanical,red,130000,2012,gasoline,gasoline,1.6,sedan,8000.0,72
Kia,Sorento,automatic,black,220000,2004,gasoline,gasoline,3.5,suv,5700.0,15
Kia,Carnival,automatic,silver,330000,2006,diesel,diesel,2.9,minivan,6800.0,4
Kia,Cerato,mechanical,blue,209215,2005,gasoline,gasoline,2.0,hatchback,3000.0,70
Kia,Sportage,automatic,silver,205320,2006,gasoline,gasoline,2.7,suv,8150.0,8
Kia,Cee'd,mechanical,silver,60000,2015,gasoline,gasoline,1.6,hatchback,10500.0,3
Kia,Rio,mechanical,silver,200000,2010,gasoline,gasoline,1.4,hatchback,6000.0,11
Kia,Carens,mechanical,blue,260000,2003,diesel,diesel,2.0,minivan,4500.0,1
Kia,Sportage,mechanical,black,124000,2011,diesel,diesel,1.7,hatchback,13500.0,1
Kia,Optima,automatic,black,145000,2015,gasoline,gasoline,2.0,sedan,14500.0,1
Kia,Clarus,mechanical,green,276000,1999,gasoline,gasoline,1.8,universal,2000.0,2
Kia,Rio,automatic,other,125000,2011,gasoline,gasoline,1.6,sedan,7900.0,1
Kia,Picanto,mechanical,yellow,268000,2005,gasoline,gasoline,1.0,hatchback,2560.94,2
Opel,Corsa,mechanical,red,132000,2014,diesel,diesel,1.3,hatchback,7990.0,5
Opel,Insignia,mechanical,other,200100,2008,gasoline,gasoline,1.8,liftback,7750.0,13
Opel,Omega,mechanical,brown,320000,2000,gasoline,gasoline,2.5,sedan,2100.0,3
Opel,Zafira,mechanical,blue,285000,2001,diesel,diesel,2.0,minivan,4250.0,5
Opel,Vectra,mechanical,violet,298000,1997,gasoline,gasoline,1.8,universal,2250.0,13
Opel,Vectra,mechanical,silver,265000,2000,gasoline,gasoline,1.8,sedan,3350.0,13
Opel,Vectra,mechanical,violet,280000,2000,gasoline,gasoline,1.6,sedan,3300.0,13
Opel,Zafira,mechanical,violet,285000,2003,diesel,diesel,2.0,minivan,5250.0,14
Opel,Vectra,mechanical,green,285000,2001,diesel,diesel,2.2,universal,3200.0,8
Opel,Signum,automatic,blue,373000,2003,diesel,diesel,2.2,hatchback,5600.0,8
Opel,Astra,mechanical,silver,121000,2010,gasoline,gasoline,1.6,sedan,5999.0,48
Opel,Meriva,mechanical,silver,162000,2003,gasoline,gasoline,1.6,minivan,3999.0,13
Opel,Zafira,mechanical,black,215000,2007,diesel,diesel,1.9,minivan,7200.0,1
Opel,Omega,mechanical,silver,360000,2000,diesel,diesel,2.5,sedan,3000.0,23
Opel,Zafira,mechanical,red,200000,2010,diesel,diesel,1.7,minivan,8500.0,250
Opel,Astra,automatic,silver,102455,2012,gasoline,gasoline,1.4,universal,9700.0,26
Opel,Monterey,mechanical,green,457800,1993,diesel,diesel,3.1,suv,3300.0,29
Opel,Vectra,automatic,green,350000,1998,gasoline,gasoline,1.6,liftback,2250.0,3
Opel,Astra,automatic,black,249000,2008,gasoline,gasoline,1.8,universal,5800.0,34
Opel,Zafira,mechanical,blue,336000,2001,diesel,diesel,2.0,minivan,4000.0,41
Opel,Movano,mechanical,blue,500000,2005,diesel,diesel,2.5,minibus,9000.0,1
Opel,Omega,mechanical,white,350000,2002,diesel,diesel,2.0,universal,2300.0,28
Opel,Astra,automatic,silver,240000,2005,gasoline,gasoline,1.8,hatchback,4800.0,23
Opel,Insignia,mechanical,grey,173000,2009,gasoline,gasoline,1.8,liftback,8500.0,21
Opel,Astra,mechanical,black,125000,2010,gasoline,gasoline,1.4,hatchback,7250.0,38
Opel,Corsa,mechanical,silver,257000,2006,diesel,diesel,1.3,coupe,3350.0,2
Opel,Vectra,mechanical,other,351000,1996,gasoline,gasoline,1.8,universal,1600.0,28
Opel,Zafira,mechanical,silver,400000,2002,diesel,diesel,2.0,minivan,4250.0,10
Opel,Astra,mechanical,green,250000,1999,gasoline,gasoline,1.6,universal,2500.0,3
Opel,Omega,mechanical,blue,335000,1998,gasoline,gasoline,2.0,universal,1950.0,26
Opel,Vivaro,mechanical,white,181000,2015,diesel,diesel,1.6,minibus,18190.0,12
Opel,Mokka,mechanical,brown,55000,2013,gasoline,gasoline,1.8,suv,11700.0,3
Opel,Astra,mechanical,silver,183000,2016,diesel,diesel,1.6,universal,9950.0,8
Opel,Astra,mechanical,silver,278000,2002,gasoline,gasoline,1.6,sedan,4000.0,17
Opel,Antara,mechanical,blue,230000,2007,diesel,diesel,2.0,suv,8999.0,46
Opel,Vectra,mechanical,grey,217000,2008,gasoline,gasoline,1.8,hatchback,6200.0,144
Opel,Zafira,automatic,white,172000,2013,diesel,diesel,2.0,minivan,12500.0,27
Opel,Omega,mechanical,silver,285000,2001,gasoline,gasoline,2.2,sedan,2200.0,2
Opel,Vectra,automatic,black,190000,2008,gasoline,gasoline,1.8,hatchback,8000.0,2
Opel,Signum,automatic,black,470000,2003,diesel,diesel,2.2,hatchback,4700.0,1
Opel,Vectra,mechanical,red,200000,2000,gasoline,gasoline,1.6,universal,1100.0,34
Opel,Combo,mechanical,white,212000,2009,gasoline,gasoline,1.4,minivan,4433.0,1
Opel,Vectra,automatic,red,666666,1997,gasoline,gasoline,1.6,sedan,1350.0,19
Opel,Omega,mechanical,green,275500,1996,gasoline,gasoline,2.0,sedan,1450.0,30
Opel,Zafira,automatic,blue,250000,2004,diesel,diesel,2.0,minivan,4900.0,179
Opel,Vectra,mechanical,black,222000,2008,gas,gasoline,1.8,universal,7700.0,26
Opel,Sintra,mechanical,green,370000,1998,diesel,diesel,2.2,minivan,2200.0,9
Opel,Zafira,mechanical,red,369000,2000,diesel,diesel,2.0,minivan,3300.0,7
Opel,Omega,mechanical,green,390500,2001,diesel,diesel,2.2,universal,3500.0,73
Opel,Zafira,mechanical,silver,350000,2001,diesel,diesel,2.0,minivan,4500.0,40
Opel,Vectra,automatic,blue,326000,1996,gasoline,gasoline,1.6,sedan,2100.0,37
Opel,Zafira,mechanical,brown,147000,2015,diesel,diesel,1.6,minivan,12200.0,1
Opel,Zafira,mechanical,silver,328000,2000,diesel,diesel,2.0,minivan,3800.0,25
Opel,Vectra,automatic,silver,300000,2005,gasoline,gasoline,2.2,sedan,5000.0,4
Opel,Corsa,mechanical,other,200000,2007,gasoline,gasoline,1.0,hatchback,4500.0,3
Opel,Combo,mechanical,green,173000,2009,diesel,diesel,1.3,van,5500.0,3
Opel,Insignia,automatic,black,34000,2013,gasoline,gasoline,2.0,sedan,14800.0,27
Opel,Agila,mechanical,silver,180000,2008,gasoline,gasoline,1.0,hatchback,4799.0,103
Opel,Insignia,automatic,black,257000,2009,gasoline,gasoline,2.0,universal,9950.0,30
Opel,Omega,mechanical,green,280000,1995,diesel,diesel,2.5,universal,1000.0,13
Opel,Meriva,mechanical,grey,103000,2010,gasoline,gasoline,1.4,minivan,8700.0,39
Opel,Astra,mechanical,silver,98000,2012,gasoline,gasoline,1.6,hatchback,7600.0,18
Opel,Omega,mechanical,white,186000,1994,diesel,diesel,2.5,universal,1590.0,7
Opel,Frontera,mechanical,grey,222000,1994,diesel,diesel,1.7,suv,2850.0,186
Opel,Vectra,mechanical,silver,256987,1998,diesel,diesel,2.0,universal,1950.0,5
Opel,Zafira,mechanical,blue,301500,2004,gasoline,gasoline,1.8,minivan,5100.0,5
Opel,Vectra,mechanical,white,289656,1998,diesel,diesel,2.0,sedan,2200.0,3
Opel,Corsa,mechanical,white,192363,2009,gasoline,gasoline,1.0,hatchback,4200.0,10
Opel,Zafira,mechanical,yellow,365000,2003,diesel,diesel,2.0,minivan,4125.0,27
Opel,Omega,mechanical,grey,297600,1996,gasoline,gasoline,2.0,universal,1500.0,83
Opel,Combo,mechanical,white,308000,2008,diesel,diesel,1.3,universal,3400.0,36
Opel,Vectra,mechanical,blue,406000,1997,gas,gasoline,1.8,universal,2450.0,5
Opel,Insignia,mechanical,black,135000,2016,diesel,diesel,1.6,universal,12799.0,1
Opel,Astra,mechanical,blue,350000,1996,diesel,diesel,1.7,universal,1650.0,3
Opel,Astra,mechanical,black,215000,2010,gasoline,gasoline,1.4,hatchback,7800.0,58
Opel,Vectra,mechanical,blue,200000,1999,diesel,diesel,2.0,sedan,2900.0,16
Opel,Zafira,mechanical,grey,198000,2009,diesel,diesel,1.7,minivan,7000.0,27
Opel,Zafira,mechanical,silver,352000,2004,diesel,diesel,2.2,minivan,5700.0,40
Opel,Insignia,mechanical,blue,151000,2011,gasoline,gasoline,1.6,universal,9300.0,7
Opel,Omega,mechanical,green,345500,1997,gasoline,gasoline,2.0,universal,1500.0,2
Opel,Astra,mechanical,green,200000,1997,diesel,diesel,1.6,universal,1300.0,2
Opel,Antara,automatic,white,148000,2013,diesel,diesel,2.2,suv,13800.0,28
Opel,Astra,mechanical,silver,250000,2001,diesel,diesel,1.7,hatchback,2500.0,9
Opel,Astra,mechanical,black,253000,2007,gasoline,gasoline,1.6,universal,5690.0,3
Opel,Astra,mechanical,black,74000,2012,gasoline,gasoline,1.6,sedan,9400.0,13
Opel,Zafira,mechanical,silver,280699,2009,diesel,diesel,1.7,minivan,6350.0,23
Opel,Insignia,automatic,black,213200,2009,diesel,diesel,2.0,universal,9484.95,17
Opel,Astra,mechanical,red,300000,2000,gasoline,gasoline,1.4,universal,2200.0,73
Opel,Astra,mechanical,blue,439489,2007,diesel,diesel,1.9,universal,3500.0,38
Opel,Astra,mechanical,blue,207010,2011,diesel,diesel,1.7,universal,6990.0,32
Opel,Vectra,mechanical,blue,480000,1998,diesel,diesel,2.0,hatchback,1700.0,31
Opel,Meriva,mechanical,black,311000,2003,gasoline,gasoline,1.6,minivan,3500.0,5
Opel,Vectra,mechanical,green,420000,1995,gasoline,gasoline,1.8,sedan,1350.0,15
Opel,Vectra,mechanical,silver,190000,2002,gasoline,gasoline,1.8,sedan,4650.0,7
Opel,Zafira,automatic,grey,120000,2011,gasoline,gasoline,1.8,minivan,8700.0,3
Opel,Astra,automatic,grey,141000,2012,gasoline,gasoline,1.6,hatchback,7400.0,7
Opel,Omega,mechanical,black,295000,1998,gas,gasoline,2.0,universal,2350.0,2
Opel,Zafira,mechanical,black,144000,2014,diesel,diesel,1.6,minivan,12300.0,12
Opel,Astra,mechanical,red,291000,1999,gasoline,gasoline,1.6,hatchback,2700.0,10
Opel,Astra,mechanical,silver,298000,2008,diesel,diesel,1.7,universal,5000.0,2
Opel,Vectra,automatic,silver,392160,2003,gasoline,gasoline,2.2,hatchback,4499.0,13
Opel,Zafira,mechanical,other,205300,2008,gas,gasoline,1.6,minivan,7249.0,34
Opel,Vectra,mechanical,grey,255000,2004,gasoline,gasoline,1.8,sedan,4647.63,10
Opel,Insignia,automatic,black,203884,2010,gasoline,gasoline,2.0,sedan,8250.0,29
Opel,Astra,automatic,black,158000,2008,gasoline,gasoline,1.6,sedan,5800.0,9
Opel,Zafira,mechanical,silver,260000,2006,diesel,diesel,1.9,minivan,6650.0,1
Opel,Omega,mechanical,green,388000,1997,diesel,diesel,2.5,sedan,2200.0,89
Opel,Tigra,mechanical,other,150000,2005,gasoline,gasoline,1.4,cabriolet,4950.0,33
Opel,Insignia,mechanical,white,220000,2015,diesel,diesel,2.0,universal,11990.0,7
Opel,Vectra,mechanical,blue,416000,1997,gasoline,gasoline,1.8,universal,1300.0,50
Opel,Sintra,mechanical,green,287000,1998,gasoline,gasoline,2.2,minivan,2150.0,74
Opel,Astra,mechanical,silver,332000,2010,diesel,diesel,1.7,universal,7700.0,77
Opel,Astra,mechanical,grey,209000,2009,diesel,diesel,1.7,universal,6600.0,19
Opel,Corsa,mechanical,blue,251000,2008,diesel,diesel,1.3,hatchback,4299.0,35
Opel,Omega,automatic,black,270000,2002,gasoline,gasoline,2.2,sedan,3550.0,27
Opel,Zafira,mechanical,blue,235413,1999,gasoline,gasoline,1.6,minivan,2800.0,1
Opel,Movano,mechanical,blue,360000,2004,diesel,diesel,3.0,van,6900.0,7
Opel,Omega,automatic,silver,330000,2002,diesel,diesel,2.5,sedan,3300.0,112
Opel,Vivaro,mechanical,white,280000,2002,diesel,diesel,1.9,van,7000.0,28
Opel,Zafira,mechanical,black,175507,2016,diesel,diesel,1.6,minivan,8300.0,14
Opel,Omega,mechanical,violet,340000,1995,diesel,diesel,2.5,universal,2200.0,46
Opel,Vectra,automatic,other,390000,2003,diesel,diesel,2.2,sedan,4200.0,18
Opel,Astra,automatic,silver,165000,2005,gasoline,gasoline,1.6,hatchback,3800.0,11
Opel,Signum,mechanical,silver,200000,2007,diesel,diesel,1.9,hatchback,5950.0,2
Opel,Vectra,mechanical,blue,360000,1996,gasoline,gasoline,1.8,sedan,2350.0,31
Opel,Omega,mechanical,blue,200000,1998,gasoline,gasoline,2.0,universal,1250.0,2
Opel,Omega,mechanical,green,200000,1998,diesel,diesel,2.0,universal,1850.0,3
Opel,Meriva,mechanical,white,200000,2005,diesel,diesel,1.7,minivan,3450.0,3
Opel,Omega,mechanical,red,250000,1987,gasoline,gasoline,2.0,sedan,1850.0,81
Opel,Vectra,mechanical,white,322000,2003,diesel,diesel,2.2,sedan,4550.0,13
Opel,Antara,mechanical,black,42987,2014,diesel,diesel,2.2,suv,15900.0,5
Opel,Frontera,mechanical,green,1000000,1994,gasoline,gasoline,2.0,suv,1850.0,38
Opel,Astra,mechanical,silver,250000,2004,diesel,diesel,2.0,universal,3500.0,21
Opel,Astra,mechanical,silver,171000,2010,diesel,diesel,1.3,hatchback,6500.0,23
Opel,Astra,automatic,brown,89000,2012,gasoline,gasoline,1.4,universal,7450.0,20
Opel,Astra,automatic,white,198000,2011,gasoline,gasoline,1.6,hatchback,5950.0,20
Opel,Vivaro,mechanical,grey,276000,2007,diesel,diesel,2.0,minibus,11550.0,4
Opel,Insignia,mechanical,black,117000,2011,gasoline,gasoline,1.8,liftback,10500.0,18
Opel,Tigra,mechanical,yellow,268000,1996,gasoline,gasoline,1.4,coupe,2500.0,82
Opel,Astra,mechanical,other,127000,1997,gasoline,gasoline,1.6,hatchback,1000.0,19
Opel,Astra,mechanical,blue,193000,2008,gasoline,gasoline,1.6,sedan,5500.0,1
Opel,Zafira,mechanical,green,418200,2000,diesel,diesel,2.0,minivan,3400.0,11
Opel,Astra,mechanical,grey,175000,2009,gasoline,gasoline,1.4,hatchback,5450.0,11
Opel,Signum,automatic,silver,488347,2003,diesel,diesel,2.2,hatchback,3200.0,3
Opel,Sintra,mechanical,green,232000,1998,gasoline,gasoline,2.2,minivan,2466.09,20
Opel,Vectra,mechanical,blue,355000,2005,diesel,diesel,2.2,universal,5200.0,36
Opel,Astra,mechanical,silver,280000,2008,diesel,diesel,1.3,universal,5500.0,8
Opel,Vectra,automatic,silver,178500,2006,gasoline,gasoline,1.8,hatchback,6000.0,13
Opel,Signum,mechanical,silver,275000,2003,diesel,diesel,2.2,hatchback,4600.0,15
Opel,Zafira,automatic,blue,150000,2012,gasoline,gasoline,1.8,minivan,7500.0,1
Opel,Astra,mechanical,blue,321323,2000,diesel,diesel,1.7,universal,2950.0,17
Opel,Vectra,mechanical,silver,324225,2000,diesel,diesel,2.0,hatchback,2750.0,22
Opel,Omega,mechanical,other,375542,2002,gasoline,gasoline,2.6,sedan,3499.0,3
Opel,Vectra,automatic,grey,350000,2003,diesel,diesel,2.2,sedan,4500.0,9
Opel,Vectra,mechanical,blue,387000,2000,gasoline,gasoline,1.8,sedan,2850.0,22
Opel,Astra,automatic,silver,353301,2002,diesel,diesel,2.0,universal,3750.0,22
Opel,Zafira,mechanical,green,228828,2003,diesel,diesel,2.0,minivan,5450.0,22
Opel,Mokka,automatic,brown,78000,2014,gasoline,gasoline,1.4,suv,15000.0,26
Opel,Vectra,mechanical,other,395892,1997,gasoline,gasoline,1.6,hatchback,2250.0,22
Opel,Zafira,mechanical,black,179000,2016,diesel,diesel,1.6,minivan,13150.0,26
Opel,Vectra,mechanical,other,245308,1998,diesel,diesel,2.0,universal,2150.0,18
Opel,Zafira,mechanical,blue,243768,2004,diesel,diesel,2.2,minivan,5850.0,19
Opel,Zafira,mechanical,grey,166000,2015,diesel,diesel,1.6,minivan,12650.0,24
Opel,Zafira,mechanical,blue,343590,2001,gasoline,gasoline,1.8,minivan,4250.0,24
Opel,Meriva,automatic,silver,144000,2004,gasoline,gasoline,1.6,minivan,4250.0,2
Opel,Insignia,mechanical,black,147000,2011,gasoline,gasoline,1.8,liftback,9550.0,2
Opel,Vectra,mechanical,blue,323095,1998,diesel,diesel,2.0,sedan,2300.0,19
Opel,Zafira,mechanical,yellow,325000,2010,gasoline,gasoline,1.6,minivan,6250.0,2
Opel,Astra,mechanical,black,125000,2010,gasoline,gasoline,1.4,hatchback,7250.0,2
Opel,Mokka,automatic,black,75000,2015,diesel,diesel,1.7,suv,14750.0,2
Opel,Astra,mechanical,black,245000,2008,gasoline,gasoline,1.4,hatchback,4890.0,9
Opel,Astra,mechanical,silver,198691,2014,diesel,diesel,1.7,universal,8950.0,35
Opel,Meriva,mechanical,black,183370,2011,gasoline,gasoline,1.4,hatchback,7950.0,21
Opel,Astra,mechanical,silver,224000,2010,diesel,diesel,1.3,universal,6290.0,124
Opel,Signum,mechanical,silver,297000,2007,gasoline,gasoline,2.2,hatchback,9800.0,20
Opel,Meriva,mechanical,blue,160000,2006,gasoline,gasoline,1.4,universal,3600.0,14
Opel,Zafira,mechanical,other,241000,2000,gasoline,gasoline,1.8,minivan,3999.0,1
Opel,Astra,mechanical,black,123000,2011,gasoline,gasoline,1.6,sedan,7150.0,24
Opel,Zafira,mechanical,black,63298,2008,gasoline,gasoline,1.8,minivan,7113.72,1
Opel,Sintra,mechanical,green,245000,1998,gasoline,gasoline,2.2,minivan,2999.0,32
Opel,Astra,mechanical,blue,320000,2007,gasoline,gasoline,1.6,universal,5450.0,48
Opel,Omega,mechanical,silver,284000,2001,gasoline,gasoline,2.2,sedan,2750.0,31
Opel,Vivaro,mechanical,blue,320000,2003,diesel,diesel,1.9,minibus,6500.0,30
Opel,Astra,mechanical,silver,254000,2004,diesel,diesel,1.7,universal,4250.0,14
Opel,Zafira,mechanical,other,363000,2000,gasoline,gasoline,1.6,minivan,4250.0,17
Opel,Vectra,mechanical,blue,214000,1996,gasoline,gasoline,1.6,hatchback,2050.0,17
Opel,Zafira,mechanical,silver,281000,1999,gasoline,gasoline,1.8,minivan,4600.0,3
Opel,Agila,mechanical,silver,201537,2000,gasoline,gasoline,1.2,hatchback,3300.0,5
Opel,Astra,mechanical,blue,339907,2001,gasoline,gasoline,1.6,universal,3550.0,14
Opel,Vectra,mechanical,green,426308,1999,gasoline,gasoline,1.8,sedan,2990.0,23
Opel,Astra,mechanical,blue,274168,2000,gasoline,gasoline,1.6,universal,3550.0,3
Opel,Zafira,mechanical,silver,245033,2001,diesel,diesel,2.0,minivan,4350.0,25
Opel,Zafira,mechanical,grey,326143,2001,gasoline,gasoline,2.2,minivan,4650.0,2
Opel,Sintra,mechanical,silver,456788,1999,gasoline,gasoline,2.2,minivan,2900.0,56
Opel,Astra,mechanical,grey,119000,2010,gasoline,gasoline,1.4,hatchback,8900.0,3
